Sample,TemperatureC,SalinityPPT,AlgaePercent,ReefCode,ReefType,Site,Acreage,Latitude,Longitude,ReefShape,SuitableReference,Date,Restoration,TimeSinceConstruct,BuildDate,Species,Species_count,PlantingSeason
3,NA,NA,10,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/15/08,Restored,5,2003,Oyster Drill,0,Summer
2,12,29,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/5/07,Restored,0,2007,Oyster Drill,0,Summer
1,14,32,17.5,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,11/21/11,Restored,1,2010,Oyster Drill,0,Fall
1,29,30,30,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,8/17/15,Restored,5,2010,Oyster Drill,0,Fall
1,26,30,10,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,6/26/15,Restored,5,2010,Oyster Drill,0,Fall
2,14.5,30,70,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,3/27/06,Reference,NA,NA,Oyster Drill,0,
1,20,28,80,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,10/19/06,Reference,NA,NA,Oyster Drill,0,
1,2,30,7.5,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,2/11/14,Reference,NA,NA,Oyster Drill,0,
8,19,10,20,SM6,Shell,Smith,1.89,37.136784,-75.89899138,Patch,SM3_R,4/12/11,Restored,1,2010,Oyster Drill,0,Summer
2,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Oyster Drill,0,Summer
3,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Oyster Drill,0,Summer
4,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Oyster Drill,0,
2,10,30,NA,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/31/05,Restored,2,2003,Oyster Drill,0,Summer
1,16,30,NA,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,4/13/15,Reference,NA,NA,Oyster Drill,0,
1,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Oyster Drill,0,
1,10,31,17.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,12/9/11,Restored,0,2011,Oyster Drill,0,Spring
1,7,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/25/14,Restored,3,2011,Oyster Drill,0,Spring
3,10,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,4,Fall
1,NA,NA,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/28/14,Restored,2,2012,Oyster Drill,0,Spring
4,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
1,NA,NA,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,11/16/09,Restored,1,2008,Oyster Drill,4,Spring
4,9,31,25,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/3/12,Restored,2,2009,Oyster Drill,0,Summer
1,7,35,90,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,1/6/12,Restored,1,2011,Oyster Drill,0,Spring
1,9,34,30,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,4/4/13,Reference,NA,NA,Oyster Drill,0,
1,5,30,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,0,Spring
1,10,31,5,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,12/5/11,Restored,1,2010,Oyster Drill,0,Fall
2,11,15,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,3/14/11,Reference,NA,NA,Oyster Drill,0,
2,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Oyster Drill,0,
4,9,31,25,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,2/3/12,Restored,3,2009,Oyster Drill,0,Summer
4,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Oyster Drill,0,Summer
4,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/2/10,Reference,NA,NA,Oyster Drill,0,
1,NA,NA,NA,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/26/08,Restored,3,2005,Oyster Drill,0,Summer
1,NA,NA,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/15/08,Restored,5,2003,Oyster Drill,4,Summer
3,12,29,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/5/07,Restored,0,2007,Oyster Drill,0,Summer
2,14,32,17.5,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,11/21/11,Restored,1,2010,Oyster Drill,0,Fall
2,29,30,30,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,8/17/15,Restored,5,2010,Oyster Drill,0,Fall
2,26,30,10,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,6/26/15,Restored,5,2010,Oyster Drill,0,Fall
3,14.5,30,70,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/27/06,Reference,NA,NA,Oyster Drill,0,
2,20,28,80,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,10/19/06,Reference,NA,NA,Oyster Drill,0,
2,2,30,7.5,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,2/11/14,Reference,NA,NA,Oyster Drill,0,
3,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Oyster Drill,0,Summer
4,4,10,30,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,1/31/11,Restored,4,2007,Oyster Drill,0,Summer
5,4.5,14,10,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,1/5/11,Reference,NA,NA,Oyster Drill,0,
3,10,30,NA,CCS1,Shell,Cobb Cove,1.92,37.31174594,-75.77336348,Fringe,No reference,10/31/05,Restored,2,2003,Oyster Drill,0,Summer
2,16,30,NA,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,4/13/15,Reference,NA,NA,Oyster Drill,0,
2,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Oyster Drill,0,
2,10,31,17.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,12/9/11,Restored,0,2011,Oyster Drill,0,Spring
2,7,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/25/14,Restored,3,2011,Oyster Drill,0,Spring
1,10,30,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,12,Fall
1,10,28,50,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/7/08,Restored,2,2006,Oyster Drill,0,Spring
2,NA,NA,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/28/14,Restored,2,2012,Oyster Drill,0,Spring
5,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
2,NA,NA,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,11/16/09,Restored,1,2008,Oyster Drill,0,Spring
2,7,35,90,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,1/6/12,Restored,1,2011,Oyster Drill,0,Spring
2,9,34,30,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,4/4/13,Reference,NA,NA,Oyster Drill,0,
2,5,30,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,0,Spring
2,10,31,5,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,12/5/11,Restored,1,2010,Oyster Drill,0,Fall
3,11,15,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,3/14/11,Reference,NA,NA,Oyster Drill,0,
3,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Oyster Drill,0,
5,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Oyster Drill,0,Summer
5,NA,NA,25,RC1_R,Reference,Running Channel,0.66,37.27793563,-75.85251988,Patch,Reference,3/2/10,Reference,NA,NA,Oyster Drill,4,
2,NA,NA,NA,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/26/08,Restored,3,2005,Oyster Drill,0,Summer
2,NA,NA,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/15/08,Restored,5,2003,Oyster Drill,0,Summer
3,14,32,17.5,HG3,Shell,Hog Island,1.47,37.37481819,-75.72347745,Patch,HG1_R,11/21/11,Restored,1,2010,Oyster Drill,0,Fall
3,29,30,30,HG2,Shell,Hog Island,0.51,37.37417963,-75.72353453,Patch,HG1_R,8/17/15,Restored,5,2010,Oyster Drill,0,Fall
3,26,30,10,BF2,Shell,Bradford Bay,2.63,37.57811642,-75.67722953,Patch,BF1_R,6/26/15,Restored,5,2010,Oyster Drill,0,Fall
4,14.5,30,70,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/27/06,Reference,NA,NA,Oyster Drill,0,
3,2,30,7.5,SM4_R,Reference,Smith,1.4,37.12379402,-75.91115105,Patch,Unused Reference,2/11/14,Reference,NA,NA,Oyster Drill,0,
4,NA,NA,5,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,12/14/09,Restored,2,2007,Oyster Drill,0,Summer
3,16,30,NA,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,4/13/15,Reference,NA,NA,Oyster Drill,8,
3,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Oyster Drill,8,
3,10,31,17.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,12/9/11,Restored,0,2011,Oyster Drill,0,Spring
3,7,31,5,BT6_W,Whelk,Boxtree,0.12,37.3876698,-75.85905246,Fringe,BT1_R,3/25/14,Restored,3,2011,Oyster Drill,0,Spring
2,0,34,NA,BV3,Shell,Brownsville,1.32,37.45128512,-75.81606505,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,12,Fall
2,10,28,50,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/7/08,Restored,2,2006,Oyster Drill,0,Spring
3,NA,NA,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,4/28/14,Restored,2,2012,Oyster Drill,0,Spring
1,NA,NA,NA,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,1/18/11,Restored,3,2008,Oyster Drill,0,Summer
6,NA,NA,5,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
6,9,31,25,HC8,Shell,Hillcrest,0.85,37.28469336,-75.90472863,Patch,HC2_R,2/3/12,Restored,3,2009,Oyster Drill,0,Summer
3,NA,NA,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,11/16/09,Restored,1,2008,Oyster Drill,0,Spring
6,9,31,25,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,2/3/12,Restored,2,2009,Oyster Drill,0,Summer
3,7,35,90,PO3,Shell,Point of Rocks,1.01,37.2674785,-75.90486092,Patch,No reference,1/6/12,Restored,1,2011,Oyster Drill,0,Spring
3,9,34,30,SM2_R,Reference,Smith,0.94,37.13172197,-75.90061567,Patch,Reference,4/4/13,Reference,NA,NA,Oyster Drill,0,
3,5,30,5,BT8_W,Whelk,Boxtree,0.553,37.38679593,-75.86517776,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,0,Spring
3,10,31,5,BV4,Shell,Brownsville,1.25,37.45243994,-75.81648406,Patch,BV1_R,12/5/11,Restored,1,2010,Oyster Drill,0,Fall
4,11,15,0,BT3_R,Reference,Boxtree,0.32,37.38776097,-75.85919216,Patch,Unused Reference,3/14/11,Reference,NA,NA,Oyster Drill,0,
1,7.5,15,75,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/11,Restored,3,2008,Oyster Drill,0,Summer
4,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Oyster Drill,0,
1,11,29,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,11/15/06,Restored,0,2006,Oyster Drill,0,Spring
1,NA,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,2/17/10,Restored,0,2009,Oyster Drill,0,Summer
6,NA,NA,5,PO2,Shell,Point of Rocks,1.49,37.26219683,-75.90161093,Patch,No reference,3/24/10,Restored,0,2009,Oyster Drill,0,Summer
3,NA,NA,NA,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/26/08,Restored,3,2005,Oyster Drill,0,Summer
3,NA,NA,5,CCS2,Shell,Cobb Cove,0.11,37.31239482,-75.77425109,Fringe,No reference,10/15/08,Restored,5,2003,Oyster Drill,0,Summer
1,9.5,31,NA,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,10/31/05,Restored,0,2005,Oyster Drill,0,Summer
1,6,32,7.5,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/14,Restored,6,2008,Oyster Drill,0,Summer
5,14.5,30,70,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/27/06,Reference,NA,NA,Oyster Drill,0,
1,27,30,50,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,7/22/15,Restored,5,2010,Oyster Drill,0,Summer
1,16,30,NA,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,4/13/15,Restored,5,2010,Oyster Drill,0,Fall
1,10,31,7.5,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,12/5/11,Reference,NA,NA,Oyster Drill,0,
4,12,15,5,BT1_R,Reference,Boxtree,0.22,37.39216155,-75.85796139,Patch,Reference,11/1/10,Reference,NA,NA,Oyster Drill,0,
4,8,34,7.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,2/1/12,Restored,1,2011,Oyster Drill,0,Spring
3,0,34,NA,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,4,Fall
1,NA,NA,0,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
1,8,33,25,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/6/12,Restored,6,2006,Oyster Drill,0,Spring
3,10,28,50,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/7/08,Restored,2,2006,Oyster Drill,0,Spring
1,NA,NA,70,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,5/8/14,Restored,4,2010,Oyster Drill,0,Spring
1,NA,NA,40,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/7/10,Restored,6,2004,Oyster Drill,0,Summer
1,13,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/3/11,Restored,6,2005,Oyster Drill,0,Summer
1,5,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/27/14,Restored,9,2005,Oyster Drill,0,Summer
2,NA,NA,NA,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,1/18/11,Restored,3,2008,Oyster Drill,0,Summer
1,NA,NA,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/17/09,Restored,1,2008,Oyster Drill,0,Spring
1,9,34,80,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,4/4/13,Restored,6,2007,Oyster Drill,0,Summer
1,5,30,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,0,Spring
2,7.5,15,75,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/11,Restored,3,2008,Oyster Drill,0,Summer
5,9,14,17.5,BV1_R,Reference,Brownsville,1.39,37.4528191,-75.81645518,Patch,Reference,12/2/10,Reference,NA,NA,Oyster Drill,0,
1,NA,NA,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/16/09,Restored,3,2006,Oyster Drill,0,Spring
2,11,29,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,11/15/06,Restored,0,2006,Oyster Drill,0,Spring
2,NA,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,2/17/10,Restored,0,2009,Oyster Drill,0,Summer
1,14,32,17.5,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,11/21/11,Reference,NA,NA,Oyster Drill,0,
1,11,13,50,MG1,Shell,Magothy,0.63,37.15286271,-75.92614624,Patch,No reference,3/15/11,Restored,4,2007,Oyster Drill,0,Summer
1,NA,NA,NA,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/26/08,Restored,3,2005,Oyster Drill,0,Summer
1,NA,NA,0,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,10/15/08,Restored,4,2004,Oyster Drill,0,Summer
2,9.5,31,NA,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,10/31/05,Restored,0,2005,Oyster Drill,0,Summer
2,6,32,7.5,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/14,Restored,6,2008,Oyster Drill,0,Summer
6,14.5,30,70,SM3_R,Reference,Smith,0.31,37.13714857,-75.89984534,Patch,Reference,3/27/06,Reference,NA,NA,Oyster Drill,0,
2,27,30,50,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,7/22/15,Restored,5,2010,Oyster Drill,0,Summer
2,16,30,NA,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,4/13/15,Restored,5,2010,Oyster Drill,0,Fall
2,10,31,7.5,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,12/5/11,Reference,NA,NA,Oyster Drill,0,
1,13,12,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,11/2/10,Reference,NA,NA,Oyster Drill,0,
5,8,34,7.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,2/1/12,Restored,1,2011,Oyster Drill,0,Spring
2,0,34,NA,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,8,Fall
2,NA,NA,0,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
2,8,33,25,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/6/12,Restored,6,2006,Oyster Drill,0,Spring
2,NA,NA,70,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,5/8/14,Restored,4,2010,Oyster Drill,4,Spring
2,NA,NA,40,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/7/10,Restored,6,2004,Oyster Drill,0,Summer
2,13,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/3/11,Restored,6,2005,Oyster Drill,0,Summer
2,5,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/27/14,Restored,9,2005,Oyster Drill,0,Summer
3,NA,NA,NA,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,1/18/11,Restored,3,2008,Oyster Drill,0,Summer
2,NA,NA,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/17/09,Restored,1,2008,Oyster Drill,0,Spring
1,6,15,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,12/6/10,Restored,2,2008,Oyster Drill,0,Spring
2,9,34,80,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,4/4/13,Restored,6,2007,Oyster Drill,0,Summer
2,5,30,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,0,Spring
3,7.5,15,75,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/11,Restored,3,2008,Oyster Drill,0,Summer
2,NA,NA,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/16/09,Restored,3,2006,Oyster Drill,0,Spring
3,11,29,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,11/15/06,Restored,0,2006,Oyster Drill,0,Spring
3,NA,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,2/17/10,Restored,0,2009,Oyster Drill,0,Summer
2,14,32,17.5,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,11/21/11,Reference,NA,NA,Oyster Drill,0,
2,11,13,50,MG1,Shell,Magothy,0.63,37.15286271,-75.92614624,Patch,No reference,3/15/11,Restored,4,2007,Oyster Drill,0,Summer
2,NA,NA,NA,CCN2,Shell,Cobb Cove,1.42,37.32068638,-75.75910271,Fringe,No reference,11/26/08,Restored,3,2005,Oyster Drill,0,Summer
2,NA,NA,0,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,10/15/08,Restored,4,2004,Oyster Drill,0,Summer
3,6,32,7.5,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/14,Restored,6,2008,Oyster Drill,0,Summer
3,27,30,50,SM7,Shell,Smith,0.16,37.13741012,-75.89963482,Patch,SM3_R,7/22/15,Restored,5,2010,Oyster Drill,0,Summer
3,16,30,NA,BV6,Shell,Brownsville,0.73,37.46523611,-75.81060639,Fringe,BV1_R,4/13/15,Restored,5,2010,Oyster Drill,0,Fall
3,10,31,7.5,FP1_R,Reference,Fowling Point,2.08,37.4501699,-75.81668621,Patch,Unused Reference,12/5/11,Reference,NA,NA,Oyster Drill,0,
2,13,12,5,BT2_R,Reference,Boxtree,0.068,37.39146881,-75.85557683,Patch,Reference,11/5/10,Reference,NA,NA,Oyster Drill,0,
6,8,34,7.5,BT4_W,Whelk,Boxtree,0.71,37.38914588,-75.862509,Fringe,BT2_R,2/1/12,Restored,1,2011,Oyster Drill,0,Spring
1,10,30,NA,BV5,Shell,Brownsville,0.91,37.45144872,-75.8151939,Patch,BV1_R,3/19/15,Restored,5,2010,Oyster Drill,4,Fall
3,NA,NA,0,HC7,Shell,Hillcrest,0.82,37.28575366,-75.90775144,Patch,HC2_R,1/26/10,Restored,1,2009,Oyster Drill,0,Summer
3,8,33,25,HC4,Shell,Hillcrest,1.53,37.28000758,-75.91786724,Fringe,HC1_R,1/6/12,Restored,6,2006,Oyster Drill,0,Spring
3,NA,NA,70,BR2,Shell,Black Rocks,0.59,37.60017592,-75.63565692,Fringe,No reference,5/8/14,Restored,4,2010,Oyster Drill,0,Spring
3,NA,NA,40,CCS3,Shell,Cobb Cove,0.25,37.31142502,-75.77052104,Fringe,No reference,4/7/10,Restored,6,2004,Oyster Drill,0,Summer
3,13,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,11/3/11,Restored,6,2005,Oyster Drill,0,Summer
3,5,30,5,CCN1,Shell,Cobb Cove,1.62,37.32404007,-75.76068273,Fringe,No reference,3/27/14,Restored,9,2005,Oyster Drill,0,Summer
4,NA,NA,NA,OL1,Shell,Outlet,0.78,37.39223635,-75.82670114,Patch,No reference,1/18/11,Restored,3,2008,Oyster Drill,0,Summer
3,NA,NA,5,HC6,Shell,Hillcrest,0.86,37.28375422,-75.90544021,Patch,HC2_R,11/17/09,Restored,1,2008,Oyster Drill,0,Spring
2,6,15,5,HC6_W,Whelk,Hillcrest,0.06,37.28349173,-75.90588547,Patch,HC2_R,12/6/10,Restored,2,2008,Oyster Drill,4,Spring
3,9,34,80,SM5,Shell,Smith,0.66,37.13314762,-75.90016866,Patch,SM2_R,4/4/13,Restored,6,2007,Oyster Drill,0,Summer
3,5,30,5,BT9_W,Whelk,Boxtree,0.549,37.38798027,-75.86417385,Fringe,BT1_R,2/21/13,Restored,1,2012,Oyster Drill,4,Spring
4,7.5,15,75,PA1,Shell,Parramore,1.04,37.54238357,-75.65138958,Fringe,No reference,2/14/11,Restored,3,2008,Oyster Drill,0,Summer
1,22,27,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,10/3/07,Restored,1,2006,Oyster Drill,0,Spring
3,NA,NA,0,HC5,Shell,Hillcrest,0.47,37.27626799,-75.90350232,Patch,HC2_R,12/16/09,Restored,3,2006,Oyster Drill,0,Spring
4,NA,NA,5,HC9,Shell,Hillcrest,0.78,37.27679375,-75.90427141,Patch,HC2_R,2/17/10,Restored,0,2009,Oyster Drill,0,Summer
3,14,32,17.5,HG1_R,Reference,Hog Island,0.28,37.37765297,-75.72193251,Fringe,Reference,11/21/11,Reference,NA,NA,Oyster Drill,4,
3,11,13,50,MG1,Shell,Magothy,0.63,37.15286271,-75.92614624,Patch,No reference,3/15/11,Restored,4,2007,Oyster Drill,8,Summer
